Year,Month,Country,Fuel,Share_bins,Hour,Cumulative_Hours
2021,12,Bulgaria,Fossil fuel,<50%,92.0,92.0
2021,12,Bulgaria,Fossil fuel,<55%,449.0,541.0
2021,12,Bulgaria,Fossil fuel,<60%,186.0,727.0
2021,12,Bulgaria,Fossil fuel,<65%,17.0,744.0
2021,12,Bulgaria,Fossil fuel,<70%,0.0,744.0
2021,12,Bulgaria,Fossil fuel,<75%,0.0,744.0
2021,12,Bulgaria,Fossil fuel,<80%,0.0,744.0
2021,12,Bulgaria,Fossil fuel,<85%,0.0,744.0
2021,12,Bulgaria,Fossil fuel,<90%,0.0,744.0
2021,12,Bulgaria,Fossil fuel,<95%,0.0,744.0
2021,12,Bulgaria,Fossil fuel,>=95%,0.0,744.0
2021,12,Bulgaria,Gas,<1%,0.0,0.0
2021,12,Bulgaria,Gas,<3%,0.0,0.0
2021,12,Bulgaria,Gas,<5%,3.0,3.0
2021,12,Bulgaria,Gas,<10%,719.0,722.0
2021,12,Bulgaria,Gas,<15%,22.0,744.0
2021,12,Bulgaria,Gas,<20%,0.0,744.0
2021,12,Bulgaria,Gas,<25%,0.0,744.0
2021,12,Bulgaria,Gas,<30%,0.0,744.0
2021,12,Bulgaria,Gas,<35%,0.0,744.0
2021,12,Bulgaria,Gas,<40%,0.0,744.0
2021,12,Bulgaria,Gas,<45%,0.0,744.0
2021,12,Bulgaria,Gas,<50%,0.0,744.0
2021,12,Bulgaria,Gas,<55%,0.0,744.0
2021,12,Bulgaria,Gas,<60%,0.0,744.0
2021,12,Bulgaria,Gas,<65%,0.0,744.0
2021,12,Bulgaria,Gas,<70%,0.0,744.0
2021,12,Bulgaria,Gas,<75%,0.0,744.0
2021,12,Bulgaria,Gas,<80%,0.0,744.0
2021,12,Bulgaria,Gas,<85%,0.0,744.0
2021,12,Bulgaria,Gas,<90%,0.0,744.0
2021,12,Bulgaria,Gas,<95%,0.0,744.0
2021,12,Bulgaria,Gas,>=95%,0.0,744.0
2021,12,Croatia,Coal,<1%,0.0,0.0
2021,12,Croatia,Coal,<3%,0.0,0.0
2021,12,Croatia,Coal,<5%,30.0,30.0
2021,12,Croatia,Coal,<10%,631.0,661.0
2021,12,Croatia,Coal,<15%,81.0,742.0
2021,12,Croatia,Coal,<20%,2.0,744.0
2021,12,Croatia,Coal,<25%,0.0,744.0
2021,12,Croatia,Coal,<30%,0.0,744.0
2021,12,Croatia,Coal,<35%,0.0,744.0
2021,12,Croatia,Coal,<40%,0.0,744.0
2021,12,Croatia,Coal,<45%,0.0,744.0
2021,12,Croatia,Coal,<50%,0.0,744.0
2021,12,Croatia,Coal,<55%,0.0,744.0
2021,12,Croatia,Coal,<60%,0.0,744.0
2021,12,Croatia,Coal,<65%,0.0,744.0
2021,12,Croatia,Coal,<70%,0.0,744.0
2021,12,Croatia,Coal,<75%,0.0,744.0
2021,12,Croatia,Coal,<80%,0.0,744.0
2021,12,Croatia,Coal,<85%,0.0,744.0
2021,12,Croatia,Coal,<90%,0.0,744.0
2021,12,Croatia,Coal,<95%,0.0,744.0
2021,12,Croatia,Coal,>=95%,0.0,744.0
2021,12,Croatia,Fossil fuel,<1%,0.0,0.0
2021,12,Croatia,Fossil fuel,<3%,0.0,0.0
2021,12,Croatia,Fossil fuel,<5%,0.0,0.0
2021,12,Croatia,Fossil fuel,<10%,0.0,0.0
2021,12,Croatia,Fossil fuel,<15%,6.0,6.0
2021,12,Croatia,Fossil fuel,<20%,363.0,369.0
2021,12,Croatia,Fossil fuel,<25%,290.0,659.0
2021,12,Croatia,Fossil fuel,<30%,59.0,718.0
2021,12,Croatia,Fossil fuel,<35%,25.0,743.0
2021,12,Croatia,Fossil fuel,<40%,1.0,744.0
2021,12,Croatia,Fossil fuel,<45%,0.0,744.0
2021,12,Croatia,Fossil fuel,<50%,0.0,744.0
2021,12,Croatia,Fossil fuel,<55%,0.0,744.0
2021,12,Croatia,Fossil fuel,<60%,0.0,744.0
2021,12,Croatia,Fossil fuel,<65%,0.0,744.0
2021,12,Croatia,Fossil fuel,<70%,0.0,744.0
2021,12,Croatia,Fossil fuel,<75%,0.0,744.0
2021,12,Croatia,Fossil fuel,<80%,0.0,744.0
2021,12,Croatia,Fossil fuel,<85%,0.0,744.0
2021,12,Croatia,Fossil fuel,<90%,0.0,744.0
2021,12,Croatia,Fossil fuel,<95%,0.0,744.0
2021,12,Croatia,Fossil fuel,>=95%,0.0,744.0
2021,12,Croatia,Gas,<1%,0.0,0.0
2021,12,Croatia,Gas,<3%,0.0,0.0
2021,12,Croatia,Gas,<5%,0.0,0.0
2021,12,Croatia,Gas,<10%,39.0,39.0
2021,12,Croatia,Gas,<15%,502.0,541.0
2021,12,Croatia,Gas,<20%,196.0,737.0
2021,12,Croatia,Gas,<25%,7.0,744.0
2021,12,Croatia,Gas,<30%,0.0,744.0
2021,12,Croatia,Gas,<35%,0.0,744.0
2021,12,Croatia,Gas,<40%,0.0,744.0
2021,12,Croatia,Gas,<45%,0.0,744.0
2021,12,Croatia,Gas,<50%,0.0,744.0
2021,12,Croatia,Gas,<55%,0.0,744.0
2021,12,Croatia,Gas,<60%,0.0,744.0
2021,12,Croatia,Gas,<65%,0.0,744.0
2021,12,Croatia,Gas,<70%,0.0,744.0
2021,12,Croatia,Gas,<75%,0.0,744.0
2021,12,Croatia,Gas,<80%,0.0,744.0
2021,12,Croatia,Gas,<85%,0.0,744.0
2021,12,Croatia,Gas,<90%,0.0,744.0
2021,12,Croatia,Gas,<95%,0.0,744.0
2021,12,Croatia,Gas,>=95%,0.0,744.0
2021,12,Cyprus,Coal,<1%,744.0,744.0
2021,12,Cyprus,Coal,<3%,0.0,744.0
2021,12,Cyprus,Coal,<5%,0.0,744.0
2021,12,Cyprus,Coal,<10%,0.0,744.0
2021,12,Cyprus,Coal,<15%,0.0,744.0
2021,12,Cyprus,Coal,<20%,0.0,744.0
2021,12,Cyprus,Coal,<25%,0.0,744.0
2021,12,Cyprus,Coal,<30%,0.0,744.0
2021,12,Cyprus,Coal,<35%,0.0,744.0
2021,12,Cyprus,Coal,<40%,0.0,744.0
2021,12,Cyprus,Coal,<45%,0.0,744.0
2021,12,Cyprus,Coal,<50%,0.0,744.0
2021,12,Cyprus,Coal,<55%,0.0,744.0
2021,12,Cyprus,Coal,<60%,0.0,744.0
2021,12,Cyprus,Coal,<65%,0.0,744.0
2021,12,Cyprus,Coal,<70%,0.0,744.0
2021,12,Cyprus,Coal,<75%,0.0,744.0
2021,12,Cyprus,Coal,<80%,0.0,744.0
2021,12,Cyprus,Coal,<85%,0.0,744.0
2021,12,Cyprus,Coal,<90%,0.0,744.0
2021,12,Cyprus,Coal,<95%,0.0,744.0
2021,12,Cyprus,Coal,>=95%,0.0,744.0
2021,12,Cyprus,Fossil fuel,<1%,0.0,0.0
2021,12,Cyprus,Fossil fuel,<3%,0.0,0.0
2021,12,Cyprus,Fossil fuel,<5%,0.0,0.0
2021,12,Cyprus,Fossil fuel,<10%,0.0,0.0
2021,12,Cyprus,Fossil fuel,<15%,0.0,0.0
2021,12,Cyprus,Fossil fuel,<20%,0.0,0.0
2021,12,Cyprus,Fossil fuel,<25%,0.0,0.0
2021,12,Cyprus,Fossil fuel,<30%,0.0,0.0
2021,12,Cyprus,Fossil fuel,<35%,0.0,0.0
2021,12,Cyprus,Fossil fuel,<40%,0.0,0.0
2021,12,Cyprus,Fossil fuel,<45%,0.0,0.0
2021,12,Cyprus,Fossil fuel,<50%,0.0,0.0
2021,12,Cyprus,Fossil fuel,<55%,0.0,0.0
2021,12,Cyprus,Fossil fuel,<60%,0.0,0.0
2021,12,Cyprus,Fossil fuel,<65%,0.0,0.0
2021,12,Cyprus,Fossil fuel,<70%,4.0,4.0
2021,12,Cyprus,Fossil fuel,<75%,5.0,9.0
2021,12,Cyprus,Fossil fuel,<80%,20.5,29.5
2021,12,Cyprus,Fossil fuel,<85%,52.5,82.0
2021,12,Cyprus,Fossil fuel,<90%,101.5,183.5
2021,12,Cyprus,Fossil fuel,<95%,111.0,294.5
2021,12,Cyprus,Fossil fuel,>=95%,369.0,663.5
2021,12,Cyprus,Gas,<1%,744.0,744.0
2021,12,Cyprus,Gas,<3%,0.0,744.0
2021,12,Cyprus,Gas,<5%,0.0,744.0
2021,12,Cyprus,Gas,<10%,0.0,744.0
2021,12,Cyprus,Gas,<15%,0.0,744.0
2021,12,Cyprus,Gas,<20%,0.0,744.0
2021,12,Cyprus,Gas,<25%,0.0,744.0
2021,12,Cyprus,Gas,<30%,0.0,744.0
2021,12,Cyprus,Gas,<35%,0.0,744.0
2021,12,Cyprus,Gas,<40%,0.0,744.0
2021,12,Cyprus,Gas,<45%,0.0,744.0
2021,12,Cyprus,Gas,<50%,0.0,744.0
2021,12,Cyprus,Gas,<55%,0.0,744.0
2021,12,Cyprus,Gas,<60%,0.0,744.0
2021,12,Cyprus,Gas,<65%,0.0,744.0
2021,12,Cyprus,Gas,<70%,0.0,744.0
2021,12,Cyprus,Gas,<75%,0.0,744.0
2021,12,Cyprus,Gas,<80%,0.0,744.0
2021,12,Cyprus,Gas,<85%,0.0,744.0
2021,12,Cyprus,Gas,<90%,0.0,744.0
2021,12,Cyprus,Gas,<95%,0.0,744.0
2021,12,Cyprus,Gas,>=95%,0.0,744.0
2021,12,Czech Republic,Coal,<1%,0.0,0.0
2021,12,Czech Republic,Coal,<3%,0.0,0.0
2021,12,Czech Republic,Coal,<5%,0.0,0.0
2021,12,Czech Republic,Coal,<10%,0.0,0.0
2021,12,Czech Republic,Coal,<15%,0.0,0.0
2021,12,Czech Republic,Coal,<20%,0.0,0.0
2021,12,Czech Republic,Coal,<25%,0.0,0.0
2021,12,Czech Republic,Coal,<30%,0.0,0.0
2021,12,Czech Republic,Coal,<35%,16.0,16.0
2021,12,Czech Republic,Coal,<40%,17.0,33.0
2021,12,Czech Republic,Coal,<45%,125.0,158.0
2021,12,Czech Republic,Coal,<50%,455.0,613.0
2021,12,Czech Republic,Coal,<55%,131.0,744.0
2021,12,Czech Republic,Coal,<60%,0.0,744.0
2021,12,Czech Republic,Coal,<65%,0.0,744.0
2021,12,Czech Republic,Coal,<70%,0.0,744.0
2021,12,Czech Republic,Coal,<75%,0.0,744.0
2021,12,Czech Republic,Coal,<80%,0.0,744.0
2021,12,Czech Republic,Coal,<85%,0.0,744.0
2021,12,Czech Republic,Coal,<90%,0.0,744.0
2021,12,Czech Republic,Coal,<95%,0.0,744.0
2021,12,Czech Republic,Coal,>=95%,0.0,744.0
2021,12,Czech Republic,Fossil fuel,<1%,0.0,0.0
2021,12,Czech Republic,Fossil fuel,<3%,0.0,0.0
2021,12,Czech Republic,Fossil fuel,<5%,0.0,0.0
2021,12,Czech Republic,Fossil fuel,<10%,0.0,0.0
2021,12,Czech Republic,Fossil fuel,<15%,0.0,0.0
2021,12,Czech Republic,Fossil fuel,<20%,0.0,0.0
2021,12,Czech Republic,Fossil fuel,<25%,0.0,0.0
2021,12,Czech Republic,Fossil fuel,<30%,0.0,0.0
2021,12,Czech Republic,Fossil fuel,<35%,0.0,0.0
2021,12,Czech Republic,Fossil fuel,<40%,5.0,5.0
2021,12,Czech Republic,Fossil fuel,<45%,24.0,29.0
2021,12,Czech Republic,Fossil fuel,<50%,24.0,53.0
2021,12,Czech Republic,Fossil fuel,<55%,208.0,261.0
2021,12,Czech Republic,Fossil fuel,<60%,436.0,697.0
2021,12,Czech Republic,Fossil fuel,<65%,47.0,744.0
2021,12,Czech Republic,Fossil fuel,<70%,0.0,744.0
2021,12,Czech Republic,Fossil fuel,<75%,0.0,744.0
2021,12,Czech Republic,Fossil fuel,<80%,0.0,744.0
2021,12,Czech Republic,Fossil fuel,<85%,0.0,744.0
2021,12,Czech Republic,Fossil fuel,<90%,0.0,744.0
2021,12,Czech Republic,Fossil fuel,<95%,0.0,744.0
2021,12,Czech Republic,Fossil fuel,>=95%,0.0,744.0
2021,12,Czech Republic,Gas,<1%,0.0,0.0
2021,12,Czech Republic,Gas,<3%,0.0,0.0
2021,12,Czech Republic,Gas,<5%,0.0,0.0
2021,12,Czech Republic,Gas,<10%,462.0,462.0
2021,12,Czech Republic,Gas,<15%,282.0,744.0
2021,12,Czech Republic,Gas,<20%,0.0,744.0
2021,12,Czech Republic,Gas,<25%,0.0,744.0
2021,12,Czech Republic,Gas,<30%,0.0,744.0
2021,12,Czech Republic,Gas,<35%,0.0,744.0
2021,12,Czech Republic,Gas,<40%,0.0,744.0
2021,12,Czech Republic,Gas,<45%,0.0,744.0
2021,12,Czech Republic,Gas,<50%,0.0,744.0
2021,12,Czech Republic,Gas,<55%,0.0,744.0
2021,12,Czech Republic,Gas,<60%,0.0,744.0
2021,12,Czech Republic,Gas,<65%,0.0,744.0
2021,12,Czech Republic,Gas,<70%,0.0,744.0
2021,12,Czech Republic,Gas,<75%,0.0,744.0
2021,12,Czech Republic,Gas,<80%,0.0,744.0
2021,12,Czech Republic,Gas,<85%,0.0,744.0
2021,12,Czech Republic,Gas,<90%,0.0,744.0
2021,12,Czech Republic,Gas,<95%,0.0,744.0
2021,12,Czech Republic,Gas,>=95%,0.0,744.0
2021,12,Denmark,Coal,<1%,0.0,0.0
2021,12,Denmark,Coal,<3%,0.0,0.0
2021,12,Denmark,Coal,<5%,0.0,0.0
2021,12,Denmark,Coal,<10%,62.0,62.0
2021,12,Denmark,Coal,<15%,131.0,193.0
2021,12,Denmark,Coal,<20%,120.0,313.0
2021,12,Denmark,Coal,<25%,88.0,401.0
2021,12,Denmark,Coal,<30%,86.0,487.0
2021,12,Denmark,Coal,<35%,107.0,594.0
2021,12,Denmark,Coal,<40%,72.0,666.0
2021,12,Denmark,Coal,<45%,53.0,719.0
2021,12,Denmark,Coal,<50%,18.0,737.0
2021,12,Denmark,Coal,<55%,7.0,744.0
2021,12,Denmark,Coal,<60%,0.0,744.0
2021,12,Denmark,Coal,<65%,0.0,744.0
2021,12,Denmark,Coal,<70%,0.0,744.0
2021,12,Denmark,Coal,<75%,0.0,744.0
2021,12,Denmark,Coal,<80%,0.0,744.0
2021,12,Denmark,Coal,<85%,0.0,744.0
2021,12,Denmark,Coal,<90%,0.0,744.0
2021,12,Denmark,Coal,<95%,0.0,744.0
2021,12,Denmark,Coal,>=95%,0.0,744.0
2021,12,Denmark,Fossil fuel,<1%,0.0,0.0
2021,12,Denmark,Fossil fuel,<3%,0.0,0.0
2021,12,Denmark,Fossil fuel,<5%,0.0,0.0
2021,12,Denmark,Fossil fuel,<10%,0.0,0.0
2021,12,Denmark,Fossil fuel,<15%,62.0,62.0
2021,12,Denmark,Fossil fuel,<20%,103.0,165.0
2021,12,Denmark,Fossil fuel,<25%,96.0,261.0
2021,12,Denmark,Fossil fuel,<30%,74.0,335.0
2021,12,Denmark,Fossil fuel,<35%,71.0,406.0
2021,12,Denmark,Fossil fuel,<40%,60.0,466.0
2021,12,Denmark,Fossil fuel,<45%,48.0,514.0
2021,12,Denmark,Fossil fuel,<50%,70.0,584.0
2021,12,Denmark,Fossil fuel,<55%,47.0,631.0
2021,12,Denmark,Fossil fuel,<60%,53.0,684.0
2021,12,Denmark,Fossil fuel,<65%,46.0,730.0
2021,12,Denmark,Fossil fuel,<70%,14.0,744.0
2021,12,Denmark,Fossil fuel,<75%,0.0,744.0
2021,12,Denmark,Fossil fuel,<80%,0.0,744.0
2021,12,Denmark,Fossil fuel,<85%,0.0,744.0
2021,12,Denmark,Fossil fuel,<90%,0.0,744.0
2021,12,Denmark,Fossil fuel,<95%,0.0,744.0
2021,12,Denmark,Fossil fuel,>=95%,0.0,744.0
2021,12,Denmark,Gas,<1%,0.0,0.0
2021,12,Denmark,Gas,<3%,5.0,5.0
2021,12,Denmark,Gas,<5%,174.0,179.0
2021,12,Denmark,Gas,<10%,274.0,453.0
2021,12,Denmark,Gas,<15%,163.0,616.0
2021,12,Denmark,Gas,<20%,115.0,731.0
2021,12,Denmark,Gas,<25%,13.0,744.0
2021,12,Denmark,Gas,<30%,0.0,744.0
2021,12,Denmark,Gas,<35%,0.0,744.0
2021,12,Denmark,Gas,<40%,0.0,744.0
2021,12,Denmark,Gas,<45%,0.0,744.0
2021,12,Denmark,Gas,<50%,0.0,744.0
2021,12,Denmark,Gas,<55%,0.0,744.0
2021,12,Denmark,Gas,<60%,0.0,744.0
2021,12,Denmark,Gas,<65%,0.0,744.0
2021,12,Denmark,Gas,<70%,0.0,744.0
2021,12,Denmark,Gas,<75%,0.0,744.0
2021,12,Denmark,Gas,<80%,0.0,744.0
2021,12,Denmark,Gas,<85%,0.0,744.0
2021,12,Denmark,Gas,<90%,0.0,744.0
2021,12,Denmark,Gas,<95%,0.0,744.0
2021,12,Denmark,Gas,>=95%,0.0,744.0
2021,12,Estonia,Coal,<1%,8.0,8.0
2021,12,Estonia,Coal,<3%,245.0,253.0
2021,12,Estonia,Coal,<5%,312.0,565.0
2021,12,Estonia,Coal,<10%,165.0,730.0
2021,12,Estonia,Coal,<15%,14.0,744.0
2021,12,Estonia,Coal,<20%,0.0,744.0
2021,12,Estonia,Coal,<25%,0.0,744.0
2021,12,Estonia,Coal,<30%,0.0,744.0
2021,12,Estonia,Coal,<35%,0.0,744.0
2021,12,Estonia,Coal,<40%,0.0,744.0
2021,12,Estonia,Coal,<45%,0.0,744.0
2021,12,Estonia,Coal,<50%,0.0,744.0
2021,12,Estonia,Coal,<55%,0.0,744.0
2021,12,Estonia,Coal,<60%,0.0,744.0
2021,12,Estonia,Coal,<65%,0.0,744.0
2021,12,Estonia,Coal,<70%,0.0,744.0
2021,12,Estonia,Coal,<75%,0.0,744.0
2021,12,Estonia,Coal,<80%,0.0,744.0
2021,12,Estonia,Coal,<85%,0.0,744.0
2021,12,Estonia,Coal,<90%,0.0,744.0
2021,12,Estonia,Coal,<95%,0.0,744.0
2021,12,Estonia,Coal,>=95%,0.0,744.0
2021,12,Estonia,Fossil fuel,<1%,0.0,0.0
2021,12,Estonia,Fossil fuel,<3%,0.0,0.0
2021,12,Estonia,Fossil fuel,<5%,0.0,0.0
2021,12,Estonia,Fossil fuel,<10%,0.0,0.0
2021,12,Estonia,Fossil fuel,<15%,0.0,0.0
2021,12,Estonia,Fossil fuel,<20%,0.0,0.0
2021,12,Estonia,Fossil fuel,<25%,0.0,0.0
2021,12,Estonia,Fossil fuel,<30%,0.0,0.0
2021,12,Estonia,Fossil fuel,<35%,0.0,0.0
2021,12,Estonia,Fossil fuel,<40%,0.0,0.0
2021,12,Estonia,Fossil fuel,<45%,0.0,0.0
2021,12,Estonia,Fossil fuel,<50%,0.0,0.0
2021,12,Estonia,Fossil fuel,<55%,13.0,13.0
2021,12,Estonia,Fossil fuel,<60%,9.0,22.0
2021,12,Estonia,Fossil fuel,<65%,12.0,34.0
2021,12,Estonia,Fossil fuel,<70%,33.0,67.0
2021,12,Estonia,Fossil fuel,<75%,50.0,117.0
2021,12,Estonia,Fossil fuel,<80%,142.0,259.0
2021,12,Estonia,Fossil fuel,<85%,187.0,446.0
2021,12,Estonia,Fossil fuel,<90%,244.0,690.0
2021,12,Estonia,Fossil fuel,<95%,54.0,744.0
2021,12,Estonia,Fossil fuel,>=95%,0.0,744.0
2021,12,Estonia,Gas,<1%,744.0,744.0
2021,12,Estonia,Gas,<3%,0.0,744.0
2021,12,Estonia,Gas,<5%,0.0,744.0
2021,12,Estonia,Gas,<10%,0.0,744.0
2021,12,Estonia,Gas,<15%,0.0,744.0
2021,12,Estonia,Gas,<20%,0.0,744.0
2021,12,Estonia,Gas,<25%,0.0,744.0
2021,12,Estonia,Gas,<30%,0.0,744.0
2021,12,Estonia,Gas,<35%,0.0,744.0
2021,12,Estonia,Gas,<40%,0.0,744.0
2021,12,Estonia,Gas,<45%,0.0,744.0
2021,12,Estonia,Gas,<50%,0.0,744.0
2021,12,Estonia,Gas,<55%,0.0,744.0
2021,12,Estonia,Gas,<60%,0.0,744.0
2021,12,Estonia,Gas,<65%,0.0,744.0
2021,12,Estonia,Gas,<70%,0.0,744.0
2021,12,Estonia,Gas,<75%,0.0,744.0
2021,12,Estonia,Gas,<80%,0.0,744.0
2021,12,Estonia,Gas,<85%,0.0,744.0
2021,12,Estonia,Gas,<90%,0.0,744.0
2021,12,Estonia,Gas,<95%,0.0,744.0
2021,12,Estonia,Gas,>=95%,0.0,744.0
2021,12,Europe,Coal,<1%,243.97142857142856,243.97142857142856
2021,12,Europe,Coal,<3%,27.085714285714285,271.0571428571428
2021,12,Europe,Coal,<5%,28.314285714285713,299.37142857142857
2021,12,Europe,Coal,<10%,77.91428571428571,377.2857142857143
2021,12,Europe,Coal,<15%,42.292857142857144,419.5785714285714
2021,12,Europe,Coal,<20%,38.52142857142857,458.1
2021,12,Europe,Coal,<25%,24.57857142857143,482.67857142857144
2021,12,Europe,Coal,<30%,31.5,514.1785714285714
2021,12,Europe,Coal,<35%,32.47857142857143,546.6571428571428
2021,12,Europe,Coal,<40%,22.714285714285715,569.3714285714286
2021,12,Europe,Coal,<45%,25.021428571428572,594.3928571428571
2021,12,Europe,Coal,<50%,34.964285714285715,629.3571428571429
2021,12,Europe,Coal,<55%,19.742857142857144,649.1
2021,12,Europe,Coal,<60%,11.8,660.9
2021,12,Europe,Coal,<65%,8.657142857142857,669.5571428571428
2021,12,Europe,Coal,<70%,7.485714285714286,677.0428571428571
2021,12,Europe,Coal,<75%,7.171428571428572,684.2142857142857
2021,12,Europe,Coal,<80%,6.171428571428572,690.3857142857142
2021,12,Europe,Coal,<85%,5.914285714285715,696.3
2021,12,Europe,Coal,<90%,3.657142857142857,699.9571428571429
2021,12,Europe,Coal,<95%,1.0285714285714285,700.9857142857143
2021,12,Europe,Coal,>=95%,20.4,721.3857142857142
2021,12,Europe,Fossil fuel,<1%,69.34285714285714,69.34285714285714
2021,12,Europe,Fossil fuel,<3%,0.9642857142857143,70.30714285714285
2021,12,Europe,Fossil fuel,<5%,4.457142857142857,74.76428571428572
2021,12,Europe,Fossil fuel,<10%,20.464285714285715,95.22857142857143
2021,12,Europe,Fossil fuel,<15%,38.52142857142857,133.75
2021,12,Europe,Fossil fuel,<20%,32.892857142857146,166.64285714285714
2021,12,Europe,Fossil fuel,<25%,47.27142857142857,213.9142857142857
2021,12,Europe,Fossil fuel,<30%,53.02857142857143,266.9428571428572
2021,12,Europe,Fossil fuel,<35%,57.99285714285714,324.9357142857143
2021,12,Europe,Fossil fuel,<40%,43.05,367.98571428571427
2021,12,Europe,Fossil fuel,<45%,34.0,401.98571428571427
2021,12,Europe,Fossil fuel,<50%,35.714285714285715,437.7
2021,12,Europe,Fossil fuel,<55%,49.8,487.5
2021,12,Europe,Fossil fuel,<60%,44.4,531.9
2021,12,Europe,Fossil fuel,<65%,22.571428571428573,554.4714285714285
2021,12,Europe,Fossil fuel,<70%,18.72142857142857,573.1928571428572
2021,12,Europe,Fossil fuel,<75%,15.907142857142857,589.1
2021,12,Europe,Fossil fuel,<80%,20.3,609.4
2021,12,Europe,Fossil fuel,<85%,17.814285714285713,627.2142857142857
2021,12,Europe,Fossil fuel,<90%,18.1,645.3142857142857
2021,12,Europe,Fossil fuel,<95%,20.257142857142856,665.5714285714286
2021,12,Europe,Fossil fuel,>=95%,53.51428571428571,719.0857142857143
2021,12,Europe,Gas,<1%,186.45714285714286,186.45714285714286
2021,12,Europe,Gas,<3%,11.021428571428572,197.47857142857143
2021,12,Europe,Gas,<5%,34.9,232.37857142857143
2021,12,Europe,Gas,<10%,129.15714285714284,361.5357142857143
2021,12,Europe,Gas,<15%,75.60714285714286,437.1428571428571
2021,12,Europe,Gas,<20%,49.98571428571429,487.12857142857143
2021,12,Europe,Gas,<25%,38.50714285714286,525.6357142857142
2021,12,Europe,Gas,<30%,37.22142857142857,562.8571428571429
2021,12,Europe,Gas,<35%,32.69285714285714,595.55
2021,12,Europe,Gas,<40%,29.957142857142856,625.5071428571429
2021,12,Europe,Gas,<45%,19.464285714285715,644.9714285714285
2021,12,Europe,Gas,<50%,16.57857142857143,661.55
2021,12,Europe,Gas,<55%,9.557142857142857,671.1071428571429
2021,12,Europe,Gas,<60%,6.964285714285714,678.0714285714286
2021,12,Europe,Gas,<65%,3.7714285714285714,681.8428571428572
2021,12,Europe,Gas,<70%,2.7714285714285714,684.6142857142858
2021,12,Europe,Gas,<75%,3.6,688.2142857142857
2021,12,Europe,Gas,<80%,2.257142857142857,690.4714285714285
2021,12,Europe,Gas,<85%,0.7428571428571429,691.2142857142857
2021,12,Europe,Gas,<90%,0.14285714285714285,691.3571428571429
2021,12,Europe,Gas,<95%,2.8857142857142857,694.2428571428571
2021,12,Europe,Gas,>=95%,18.085714285714285,712.3285714285714
2021,12,Finland,Coal,<1%,0.0,0.0
2021,12,Finland,Coal,<3%,0.0,0.0
2021,12,Finland,Coal,<5%,0.0,0.0
2021,12,Finland,Coal,<10%,471.0,471.0
2021,12,Finland,Coal,<15%,273.0,744.0
2021,12,Finland,Coal,<20%,0.0,744.0
2021,12,Finland,Coal,<25%,0.0,744.0
2021,12,Finland,Coal,<30%,0.0,744.0
2021,12,Finland,Coal,<35%,0.0,744.0
2021,12,Finland,Coal,<40%,0.0,744.0
2021,12,Finland,Coal,<45%,0.0,744.0
2021,12,Finland,Coal,<50%,0.0,744.0
2021,12,Finland,Coal,<55%,0.0,744.0
2021,12,Finland,Coal,<60%,0.0,744.0
2021,12,Finland,Coal,<65%,0.0,744.0
2021,12,Finland,Coal,<70%,0.0,744.0
2021,12,Finland,Coal,<75%,0.0,744.0
2021,12,Finland,Coal,<80%,0.0,744.0
2021,12,Finland,Coal,<85%,0.0,744.0
2021,12,Finland,Coal,<90%,0.0,744.0
2021,12,Finland,Coal,<95%,0.0,744.0
2021,12,Finland,Coal,>=95%,0.0,744.0
2021,12,Finland,Fossil fuel,<1%,0.0,0.0
2021,12,Finland,Fossil fuel,<3%,0.0,0.0
2021,12,Finland,Fossil fuel,<5%,0.0,0.0
2021,12,Finland,Fossil fuel,<10%,0.0,0.0
2021,12,Finland,Fossil fuel,<15%,10.0,10.0
2021,12,Finland,Fossil fuel,<20%,103.0,113.0
2021,12,Finland,Fossil fuel,<25%,187.0,300.0
2021,12,Finland,Fossil fuel,<30%,290.0,590.0
2021,12,Finland,Fossil fuel,<35%,154.0,744.0
2021,12,Finland,Fossil fuel,<40%,0.0,744.0
2021,12,Finland,Fossil fuel,<45%,0.0,744.0
2021,12,Finland,Fossil fuel,<50%,0.0,744.0
2021,12,Finland,Fossil fuel,<55%,0.0,744.0
2021,12,Finland,Fossil fuel,<60%,0.0,744.0
2021,12,Finland,Fossil fuel,<65%,0.0,744.0
2021,12,Finland,Fossil fuel,<70%,0.0,744.0
2021,12,Finland,Fossil fuel,<75%,0.0,744.0
2021,12,Finland,Fossil fuel,<80%,0.0,744.0
2021,12,Finland,Fossil fuel,<85%,0.0,744.0
2021,12,Finland,Fossil fuel,<90%,0.0,744.0
2021,12,Finland,Fossil fuel,<95%,0.0,744.0
2021,12,Finland,Fossil fuel,>=95%,0.0,744.0
2021,12,Finland,Gas,<1%,0.0,0.0
2021,12,Finland,Gas,<3%,29.0,29.0
2021,12,Finland,Gas,<5%,151.0,180.0
2021,12,Finland,Gas,<10%,433.0,613.0
2021,12,Finland,Gas,<15%,131.0,744.0
2021,12,Finland,Gas,<20%,0.0,744.0
2021,12,Finland,Gas,<25%,0.0,744.0
2021,12,Finland,Gas,<30%,0.0,744.0
2021,12,Finland,Gas,<35%,0.0,744.0
2021,12,Finland,Gas,<40%,0.0,744.0
2021,12,Finland,Gas,<45%,0.0,744.0
2021,12,Finland,Gas,<50%,0.0,744.0
2021,12,Finland,Gas,<55%,0.0,744.0
2021,12,Finland,Gas,<60%,0.0,744.0
2021,12,Finland,Gas,<65%,0.0,744.0
